claim,speaker,subject,label,label_str
"The economic impact of new Atlanta Braves stadium includes 9,241 new jobs and $295 million in wages.",revitalize-cobb,"baseball,jobs,sports",0,barely-true
"In Oregon, women earn an average of 79 cents for every dollar that men earn for doing the same job. Thats just wrong.",brad-avakian,income,1,mostly-true
"It is wrong for the average federal worker today to make more than $100,000 while the average private-sector worker makes less than $70,000.",mike-keown,federal-budget,1,half-true
Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.,mark-dayton,"children,education,message-machine",1,half-true
"Loretta Lynch, the new nominee for attorney general, was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.",breitbart,"candidates-biography,criminal-justice",0,pants-fire
Rhode Islands legislature is the strongest in the country.,lincoln-chafee,"legal-issues,state-budget,states",1,true
"We win when voter turnout is high, we lose when it is low.",bernie-s,elections,0,barely-true
"Look, we are at war with these people and they dont wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.",donald-trump,"immigration,terrorism",0,pants-fire
"In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.",joe-biden,stimulus,1,mostly-true
"In 2010, uninsured voters made up about 5 percent of the electorate.",charles-schumer,"congress,health-care",1,true
The mayor said 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.',mitt-romney,immigration,1,true
Marriage decreases the probability of child poverty by 82 percent.,marco-rubio,"children,families,marriage,poverty",1,mostly-true
"Out of the total U.S. military budget, significantly less than 10 percent of that money is used to fight international terrorism.",bernie-s,"military,terrorism",0,barely-true
Says it will cost $220 per square foot in hard construction costs to rebuild Portland Public high schools.,our-portland-our-schools,"education,message-machine-2012",1,half-true
It is a greater crime to have an untagged alligator than to host an open house party (for kids).,kathleen-passidomo,"Alcohol,animals,children,crime",1,true
We spend more money on lobbying than we do on campaigns.,george-will,"campaign-finance,ethics",1,true
Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,moveon,"bankruptcy,elections,housing",1,true
During her first four years in Washington Sen. Ayotte voted with the Koch brothers nearly 90 percent of the time.,maggie-hassan,"congress,voting-record",1,half-true
"When it comes to fighting terrorism, Another thing we know that does not work, based on lots of empirical evidence, is torture.",hillary-clinton,"afghanistan,civil-rights,criminal-justice,ethics,foreign-policy,history,homeland-security,human-rights,iraq,legal-issues,military,public-safety,terrorism",1,true
"The federal Consumer Financial Protection Bureau is collecting financial information, monitoring financial information of millions of Americans without their knowledge and storing it for up to 10 years.",sean-duffy,"bankruptcy,financial-regulation,privacy",1,half-true
"So far, the Recovery Act is responsible for the jobs of about 2 million Americans who would otherwise be unemployed. ... [And] the Recovery Act is on track to save or create another 1.5 million jobs in 2010.",barack-obama,"economy,stimulus",1,half-true
"At Texas AM University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.",dick-armey,education,0,false
"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",facebook-posts,"immigration,poverty,social-security,unions,women,workers",1,mostly-true
"Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings",joe-atkins,"economy,education,government-regulation,jobs,small-business,states,taxes",1,half-true
Says he didnt tell viewers that the Obama campaign hid news about the motives behind the attack in Benghazi because Obama was running for re-election.,bill-oreilly,"elections,foreign-policy",0,barely-true
"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.",bill-mitchell,"health-care,immigration",1,true
There are more people killed with baseball bats and hammers than are killed with guns.,paul-broun,guns,0,pants-fire
"If Florida expanded Medicaid, some studies indicate it would create about 120,000 jobs.",charlie-crist,medicaid,1,half-true
One extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent.,ertharin-cousin,"children,education,public-health,women",1,half-true
The debt limit deal allows President Obama to borrow unlimited amounts of money.,rand-paul,"debt,deficit,federal-budget",0,barely-true
Oil money from federal leases can only be used to clean up the mess and damages from drilling.,bill-nelson,environment,1,mostly-true
"Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor.",hillary-clinton,"bipartisanship,candidates-biography,history,job-accomplishments",0,false
The Fulton County vote count will be finished by 11:30 p.m. on election night.,barry-garner,elections,1,mostly-true
Says Obamacare is the largest middle-class tax increase in history.,jeff-fitzgerald,"federal-budget,health-care,taxes",0,pants-fire
Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.,greg-abbott,"candidates-biography,corrections-and-updates",0,pants-fire
On support for Common Core education standards,john-barge,education,1,half-true
"The failed economic policies of President Barack Obama, the Democrats and the Federal Reserve are making gas prices higher while Americas economy is running on fumes.",eric-hovde,gas-prices,0,barely-true
"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.",alison-lundergan-grimes,"federal-budget,health-care,medicare",0,false
Says the president of the University of Texas has raised four-year student graduation rates to 75 percent.,matt-mackowiak,education,0,false
"Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced.",roy-blunt,health-care,0,pants-fire
Texas children may have a teacher who never spent one minute practicing teaching.,mike-villarreal,education,1,true
"Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesnt trust Donald Trump with the nuclear codes.",patrick-murphy,candidates-biography,1,true
The Foreign Intelligence Surveillance Court is transparent.,barack-obama,"civil-rights,legal-issues,terrorism",0,pants-fire
Says Governor-elect Scott Walkers choice as transition team leader killed the release of a damaging report on Walkers record in the days leading up to the election.,state-democratic-party-wisconsin,job-accomplishments,0,barely-true
"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",mike-huckabee,crime,1,true
The United States decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.,sheldon-whitehouse,"afghanistan,foreign-policy,history,homeland-security,human-rights,iraq,legal-issues,military,terrorism",1,true
"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",dennis-kucinich,energy,1,true
HIV/AIDS among women is skyrocketing in Austin.,ora-houston,"city-budget,city-government,health-care,public-health,women",0,false
Says Craig Huey called Planned Parenthood a murder mill.,janice-hahn,"abortion,medicare",1,true
More whites believe in ghosts than believe in racism.,kareem-abdul-jabbar,polls,0,barely-true
The conviction rate is almost exactly the same for whites and blacks who commit murder.,rudy-giuliani,"civil-rights,crime,criminal-justice",0,false
"My plan actually gives the middle class the greatest break: $2,000 per family.",jeb-bush,taxes,0,barely-true
Rick Scott has paid down our debt by about $2 billion. Charlie Crists debt went up about $5 billion.,lenny-curry,debt,1,half-true
(New Jersey Network) is the only news station which covers New Jersey government.,loretta-weinberg,state-budget,0,false
The highest economic growth decade was the 1960s. Income tax rates were 90 percent.,bill-gates,"economy,taxes",1,mostly-true
Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.,scott-walker,health-care,0,false
She [Hillary Clinton] has also said unequivocally that she didnt receive classified documents.,david-cicilline,transparency,1,half-true
Takes credit for reining in state spending when he was governor.,george-allen,"job-accomplishments,state-budget",0,false
"Says she is entering in the most diverse class ever, of U.S. Representatives",ann-mclane-kuster,"congress,diversity",1,true
"In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage.",florida-conference-catholic-bishops,"gays-and-lesbians,marriage",0,barely-true
Says Donald Trump hired illegal workers from Poland and he had to pay a million dollars or so in a judgment.,marco-rubio,"candidates-biography,immigration",1,half-true
"Says state Sen. Steve Ogden was the driving force behind business income tax hurting small business, crafted the Robin Hood school finance scheme making property taxes skyrocket, wrote a budget that will result in a $14 billion deficit and voted against gun freedoms.",ben-bius,"education,guns,state-budget",0,false
"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.",duncan-hunter,history,0,false
"On three occasions, judges had to stop Jason Kander from manipulating elections.",roy-blunt,candidates-biography,0,barely-true
"Nobody knows about it, nobody talks about it, but under Obama, millions of people have been moved out of this country, theyve been deported.",donald-trump,immigration,1,half-true
"We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns.",xavier-becerra,"elections,taxes",1,mostly-true
Congressman Renacci is under FBI investigation.,democratic-congressional-campaign-committee,"campaign-finance,ethics",0,false
"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.",jobs-ohio,"economy,jobs",1,true
Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.,donald-mceachin,"education,state-budget",1,true
U.S. Rep. John Barrow of Georgia has helped support the implementation of Obamacare.,national-republican-senatorial-committee,health-care,0,barely-true
A YouGov.com poll shows 71 percent of Obama voters regret voting for him.,blog-posting,polls,0,pants-fire
The auto companies have now repaid taxpayers every dime and more of what my administration invested in.,barack-obama,"economy,federal-budget,transportation",0,barely-true
Were the highest taxed nation in the world.,donald-trump,taxes,0,false
"According to crime statistics, riding MARTA has been becoming more and more safe over the years.",jim-durrett,"crime,criminal-justice,transportation",1,half-true
Geithner's failure to pay self-employment taxes while working for the IMF is a mistake that is commonly made for people who are working internationally or for international institutions.,barack-obama,taxes,1,mostly-true
Obama opposed exploring for energy in Alaska.,american-energy-alliance,"environment,gas-prices,message-machine-2012",1,half-true
Texas has lost the most law enforcement officers in the line of duty of any state in America.,charley-wilkison,"crime,criminal-justice,history",1,true
"Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",bill-mccollum,immigration,1,true
Says President Obamas proposed oil tax would cost consumers 24 cents a gallon.,paul-ryan,"energy,gas-prices,taxes,transportation",1,mostly-true
Says the Obama administration invited Russia into Syria.,chris-christie,"foreign-policy,military",0,barely-true
The average Republican voter thinks there should be some revenue as part of this deal.,paul-krugman,"federal-budget,polls,pundits,taxes,abc-news-week",1,half-true
Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.,club-growth,"education,state-budget,state-finances",1,true
"Says her actions as Wisconsin commerce secretary brought the state 84,000 more Wisconsin jobs than we have today.",mary-burke,"job-accomplishments,jobs",1,half-true
"Says she introduced a ban on ""dirty dancing.""",frederica-wilson,"candidates-biography,children,education,pop-culture",1,mostly-true
"Sen. Rubios (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.",hillary-clinton,taxes,1,mostly-true
More than 72 percent of children in the African-American community are born out of wedlock.,don-lemon,"children,diversity,families,marriage,pundits,sexuality",1,true
On bringing casino gambling and other gaming to Georgia,nathan-deal,gambling,1,half-true
"The reality is that we have roughly 15,000 undocumented immigrants living in the state...",jorge-elorza,"education,immigration",0,false
"Says Hillary Clinton has taken hundreds of millions from those countries where women are stoned, where women are killed for adulteryand women cant drive.",rudy-giuliani,"candidates-biography,foreign-policy",0,barely-true
"Says when she helped get $15 billion more for veterans care, Kucinich voted No.",marcy-kaptur,"federal-budget,message-machine-2012,veterans,voting-record",1,half-true
Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.,chain-email,elections,1,true
Russia and China are doing naval exercises together someplace.,donald-trump,"china,foreign-policy,terrorism",1,mostly-true
Ron Oakleys conservative leadership protected local taxpayers over government bureaucrats as theWater Management Districts budget decreased by 58 percent in the four years he served on the board.,ron-oakley,"taxes,water",0,barely-true
"Under the cromnibus law, taxpayers must guarantee incredibly risky derivatives deals made by the nations largest banks.",mark-pocan,"corporations,financial-regulation,government-regulation",1,half-true
Kewpie burgers are delicious. An Ohio institution. And theyll cost less thanks to John Kasichs tax cut.,ohio-republican-party,"food-safety,state-budget,taxes",1,mostly-true
"This year, the overwhelming majority of new jobs are part time.",susan-collins,"economy,jobs,workers",1,true
Seventy percent of all Texans are overweight or obese.,baker-harrell,"children,health-care,public-health",1,mostly-true
Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.,critics-water-fluoridation,"health-care,history,public-health,science,water",0,pants-fire
Says his plan would cut taxes without increasing the deficit.,donald-trump,"federal-budget,taxes",0,false
"The senior senator from Arizona (John McCain) said he couldnt support repealing dont ask, dont tell because of the economy.",harry-reid,"economy,gays-and-lesbians,military",1,half-true
We have the third-lowest minimum wage of developed countries.,david-cicilline,"debates,economy,income,jobs,labor,workers",1,true
Big rooftop solars plan forces Nevada families who dont have solar panels to pay higher power bills to subsidize rooftop solar.,solar-energy-fairness,energy,1,half-true
"Hillary Clinton said, with a straight face, that the terrorist attacks this weekend were caused by Donald J. Trump",newt-gingrich,terrorism,1,half-true
"An April 7, 2015 referendum would take the choice of chief justice of the Wisconsin Supreme Court away from the people.",greater-wisconsin-political-fund,"elections,legal-issues,states,supreme-court",0,barely-true
"For NATO exercises, we dont have enough of our own hardware and equipment even for training purposes. So the Britsare spotting us choppers.",jeb-bush,"foreign-policy,military",1,mostly-true
Says Mitch McConnell voted three times for corporate tax breaks that send Kentucky jobs overseas.,alison-lundergan-grimes,"corporations,message-machine-2014,taxes,voting-record,wealth",0,barely-true
"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.",john-boehner,"abortion,health-care",1,true
Sean Duffy backed plan to privatize Social Security.,democratic-congressional-campaign-committee,"message-machine,social-security",0,pants-fire
"Says DonaldTrump proposes tax cuts, too -- $3 trillion for millionaires like himself and $2 trillion for corporations like his.",sherrod-brown,taxes,1,mostly-true
Says Ann Kirkpatrick walked out on constituents when questioned on the Affordable Care Act.,john-mccain,health-care,1,half-true
Says library district would come at no direct cost to the city budget.,multnomah-county-library-foundation,"city-budget,county-budget",0,false
Says Mark Warner has supported Harry Reid down the line.,ed-gillespie,voting-record,1,half-true
"The Iran deal violates promises the president made to the American people. ...It is not an anytime, anywhere inspection process.",marco-rubio,"foreign-policy,nuclear",1,half-true
"Under a House Republican appropriations bill, 6 million seniors are deprived of meals.",nancy-pelosi,"corrections-and-updates,federal-budget,hunger",1,half-true
The national debt is larger than our entire annual economy.,jim-jordan,"debt,economy",1,mostly-true
"Last year, handguns killed 48 people in Japan, 8 in Great Britain, 34 in Switzerland, 52 in Canada, 58 in Israel, 21 in Sweden, 42 in West Germany and 10,728 in the United States.",facebook-posts,"crime,government-regulation,guns",1,half-true
Says Barack Obama put in place a board that can tell people ultimately what treatments theyre going to receive.,mitt-romney,"debates,medicare",0,barely-true
Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.,kendrick-meek,"candidates-biography,supreme-court",1,true
"Says she heard more than 2,400 cases as a Wisconsin appeals court judge",patience-roggensack,legal-issues,1,mostly-true
"In altered photo, says Barack Obama wants more of Texans private data via health care.",david-dewhurst,"health-care,homeland-security,medicaid,privacy,taxes,welfare",1,mostly-true
"The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.",paul-sarlo,jobs,1,true
"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.",donald-trump,"energy,environment,government-regulation,jobs",0,false
"For my energy plan, my economic plan, and the other proposals you'll hear tonight, I've offered spending cuts above and beyond their cost.",barack-obama,federal-budget,0,barely-true
"There are about 350,000 people who succeed in crossing our borders illegally each year.",jeff-sessions,immigration,0,false
Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.,mary-burke,"crime,job-accomplishments,campaign-advertising",0,false
Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.,scott-walker,"environment,history,jobs",1,true
"Says by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.",louise-slaughter,"diversity,education",1,true
"Florida retirees and families lost tens of thousands of dollars in deposits on failed Trump condo projects, but he pocketed their money and walked away.",tim-kaine,"candidates-biography,housing",1,half-true
Unemployment in the city of St. Petersburg is below the state average.,bill-foster,jobs,1,mostly-true
"On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters.",alan-grayson,candidates-biography,1,true
Employers and schools have no right to conduct surveillance of a dorm room or a workers cubicle.,brian-patrick-kennedy,"education,government-regulation,human-rights,legal-issues,privacy,technology,unions,workers",0,barely-true
Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renaccis Republican majority.,democratic-congressional-campaign-committee,"campaign-finance,campaign-advertising",0,pants-fire
"Says my advocacy questioning contracting out in Parks delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.",amanda-fritz,"city-budget,city-government,unions,workers",0,barely-true
Says Texas ranks first in executions among the states.,sacramento-bee-editorial-board,"criminal-justice,pundits",1,true
Greg Abbott has campaigned with a sexual predator who has bragged about having sex with underage girls.,wendy-davis,"corrections-and-updates,crime,ethics,sexuality",1,half-true
The people that perpetrated that travesty in San Bernardino had never been to the Middle East.,bill-clinton,terrorism,0,pants-fire
"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",hillary-clinton,taxes,1,true
Says he posted a win in the Republican Party of Wisconsin endorsement contest in the U.S. Senate primary.,jeff-fitzgerald,elections,1,mostly-true
"Wisconsin requires, by law, a photo ID to vote.",scott-walker,"elections,job-accomplishments,legal-issues,supreme-court",1,half-true
Says North Carolina Rep. Renee Ellmers was the only Republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.,george-holding,"congress,crime,criminal-justice,immigration,public-safety",1,half-true
Black people kill more black people every six months than the KKK did in 86 years.,allen-west,"crime,history",1,half-true
"U.S. Sen. Johnny Isakson has never proposed, nor voted in favor of, a substantial cut in federal spending and has voted for many substantial increases in federal spending.",chuck-donovan,federal-budget,1,half-true
"John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.",moveon,civil-rights,1,true
"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.",hillary-clinton,economy,1,true
"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.",bernie-s,"economy,poverty,workers",1,true
An 11-year-old girl was investigated by the FBI and had to pay a $500 federal criminal fine because she found an injured woodpecker and put it in a cage to make sure that the bird was OK.,jim-sensenbrenner,"animals,criminal-justice,government-regulation",0,barely-true
Says U.S. Senate candidate Tommy Thompson says hell do away with Medicare.,progressive-change-campaign-committee,"medicare,message-machine-2012",1,half-true
"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",democratic-national-committee,military,1,true
"In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born.",scott-walker,"abortion,message-machine",0,barely-true
"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.",peter-schweizer,"candidates-biography,foreign-policy",1,true
"When (Barack Obama) took office, 2.3 million people were out of work. Five-plus years later, we have 5 million-plus out of work.",facebook-posts,"economy,jobs",0,pants-fire
"Says in January 1992, George H. W. Bush probably had a 90 percent or even higher approval rating after the first Gulf War.",john-wisniewski,polls,0,barely-true
"When LBJ started#WarOnPoverty, 14% of Americans lived in poverty. 50 yrs later, 14% still do. Theres a #BetterWay.",john-shimkus,poverty,0,barely-true
"[Mitt] Romney and [Brendan] Doherty certainly have a lot in common, like flip-flopping on abortion -- in Dohertys case, in a little over a week.",stephanie-desilva,"abortion,women",1,half-true
Our reserves are now in much better shape than they were just a few years ago.,lee-may,"county-budget,taxes",1,true
Says no city comparable in size to Austin or smaller was broken into as many congressional districts.,daniel-rodriguez,"congress,redistricting",1,mostly-true
"In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.",christopher-blazejewski,"elections,public-service",1,true
"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake.",sly-james,weather,0,false
Says Russian President Vladimir Putin calls me brilliant.,donald-trump,candidates-biography,0,barely-true
A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.,michael-t-owens,"taxes,tourism",1,mostly-true
Texas has a higher incarceration rate than Russia or Iran.,gina-hinojosa,"crime,criminal-justice",1,mostly-true
"In April 1997, there was a gas out conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.",facebook-posts,"energy,gas-prices",0,pants-fire
Sakineh Mohammadi Ashtiani was never sentenced to stoning.,mahmoud-ahmadinejad,"crime,human-rights,abc-news-week",0,false
The Georgia Lottery paid out $2.3 billion in prizes during the last fiscal year.,georgia-lottery,lottery,1,mostly-true
"During the Reagan administration, ""Millions of people were thrown out of work.""",michael-moore,economy,0,barely-true
Says Donald Trump supported impeachment of President (George W.) Bush.,our-principles-pac,"foreign-policy,iraq",1,true
Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,gene-green,education,1,mostly-true
"In New England, Rhode Island has the second highest number of police officers being assaulted.",tony-capezza,"crime,public-safety",0,barely-true
"My opponent, in 2008, had contributions investigated by the federal government.",jim-renacci,"campaign-finance,elections",0,false
"In recent polling in battleground states, a majority of the people said Hillary Clinton is untrustworthy.",reince-priebus,"candidates-biography,ethics,campaign-advertising,polls",1,half-true
Weve had the lowest health care inflation in history because of Obamacare.,gwen-moore,"economy,health-care,medicaid,medicare",0,barely-true
"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",kim-guadagno,economy,0,false
President Obama has added $4 billion in debt every day.,crossroads-gps,"debt,economy,federal-budget,message-machine-2012",1,half-true
"Says that as a gubernatorial candidate, Chris Christie promised no school cuts.",stephen-sweeney,education,1,true
Eighty percent of all U.S. communities depend solely on trucks to deliver and supply the products sold in stores or ordered online.,jim-jordan,"economy,government-regulation,transportation",1,mostly-true
"With her solution, terrorists can still today and by the way ISIS knows it, they have been advertising it buy guns online and at gun shows in the United States of America.",maggie-hassan,"guns,islam,terrorism",1,mostly-true
"Despite President Barack Obamas promise to cut healthcare costs, the average cost of a family policy is up $1,300.",republican-national-committee-republican,"health-care,message-machine-2012",1,half-true
"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",hank-gilbert,"economy,health-care",1,true
"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.",bill-oreilly,"abortion,pundits",0,false
"Quotes Mark Cuban as saying,I worry that millions of millennials are voting Democrat this year because they fact-check everything.",viral-image,elections,0,pants-fire
"A Cornell University research study concludes that ethanol generates a 29 percent energy loss, meaning it takes more than a gallon of gasoline to produce a gallon of ethanol.",matt-gaetz,"agriculture,energy,environment,science",1,mostly-true
Half of all adults have a pre-existing condition that could affecttheir health care coverage.,jan-schakowsky,health-care,1,mostly-true
"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.",steny-hoyer,"bipartisanship,congressional-rules",0,false
Research even shows that sending more girls to school can boost an entire countrys GDP.,michelle-obama,"education,foreign-policy,women",1,mostly-true
The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.,glenn-beck,"census,pundits",1,half-true
The United States has the most number of deductions available to corporations for the corporate income tax.,bob-beckel,"corporations,taxes",0,false
"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.",ted-cruz,"families,health-care",0,false
"Says the goal of the Affordable Care Act was to get 30 million people insured, but it only got 7 million.",marco-rubio,health-care,0,barely-true
GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY,billboard-spaghetti-junction,public-safety,1,true
We didnt have a development director for over seven months.,john-kasich,"economy,government-efficiency,state-budget",0,false
"There is not one of the Muslim nations that doesnt have discrimination against women, discrimination against gays, subjugation of other religious beliefs.",ben-carson,"corrections-and-updates,gays-and-lesbians,human-rights,islam,religion,women",0,barely-true
Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,greater-wisconsin-political-fund,taxes,1,true
"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",barack-obama,health-care,1,true
"Says while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion.",our-oregon,"state-budget,taxes",1,mostly-true
"If youre born poor, youre more likely to stay poor than any time in American history.",jeb-bush,"economy,poverty",1,half-true
Says Alex Sink supported higher sales taxes.,republican-party-florida,taxes,0,barely-true
I delivered to you a budget that ... cuts taxes by $2 billion.,rick-scott,state-budget,1,mostly-true
Says Sherrod Browns campaign attacked Josh Mandels military service,josh-mandel,"military,campaign-advertising,patriotism",0,barely-true
The city of Pembroke Pines doesnt have a vote in a plan to build a detention center in Southwest Ranches.,frank-ortis,"crime,immigration,voting-record",0,barely-true
Theres no scientific conclusion that (being gay) is genetic.,tim-pawlenty,"gays-and-lesbians,science",1,mostly-true
Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.,joe-biden,iraq,1,mostly-true
The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.,kevin-mccarthy,"federal-budget,history",0,false
Says Gov. Rick Scott returned $1 million in federal funding that would have helped the state cover the cost of overseeing insurance rates under the new health care law.,bill-nelson,health-care,1,mostly-true
"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.",sherrod-brown,"elections,campaign-advertising",0,pants-fire
Says he and his running mate are the only candidates that do believe in free trade.,gary-johnson,"economy,trade",1,half-true
Says he never told anyone he hated the U.S. Senate.,marco-rubio,"candidates-biography,congress",1,mostly-true
The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.,yes-84,taxes,0,false
The Republicans have demanded deep cuts in education. Theyve demanded cuts in cancer research and other research to find cures and treatments to diseases.,chris-van-hollen,"education,federal-budget,health-care,science,abc-news-week",1,mostly-true
"As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.",dan-patrick,"education,state-budget,state-finances",0,pants-fire
Says Bernie Sanders chose to spend his honeymoon in the Soviet Union in 1988.,george-will,history,1,mostly-true
Says U.S. corporate tax rate is highest in the world at 35 percent.,michael-mccaul,"economy,federal-budget,jobs,taxes",1,mostly-true
SaysHillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi.,mike-pence,"foreign-policy,military,terrorism",0,false
Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.,james-skeffington,"baseball,recreation,sports",1,true
Discretionary spending went up 84 percent in the last two years,paul-ryan,"federal-budget,stimulus",0,barely-true
The Mexican government ... they send the bad ones over.,donald-trump,immigration,0,pants-fire
"Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.",hillary-clinton,education,1,true
Says Mike Coffman is with Trump.,colorados-voice,"congress,immigration",0,barely-true
"If Obamacare is fully implemented, 30 million people will still be without health insurance.",bob-gibbs,health-care,1,mostly-true
"In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.",one-nation-pac,candidates-biography,0,barely-true
"Under President Barack Obama, income levels and unemployment numbers are worse now than just about ever for African-Americans.",donald-trump,economy,0,false
The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.,greg-abbott,"small-business,women",1,half-true
"Due to the sequester, people are going to be unsafe. Homes are going to burn.",ami-bera,federal-budget,0,barely-true
I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,alan-hays,redistricting,1,true
We are the only state in the country that state employees dont contribute [to their pensions].,rick-scott,"retirement,state-budget",1,mostly-true
"Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.",kenneth-mckay,health-care,0,pants-fire
One year today since #GOP took control of the House and no new jobs.,frank-pallone-jr,"bipartisanship,jobs",0,false
Says the Georgia Dome would need up to $350 million in work over the next five to seven years.,kasim-reed,"infrastructure,sports,taxes",1,half-true
